id,university names,country code,location
2827,Szent István University,HUN,Ouest
2828,Technical University of Budapest,HUN,Ouest
2829,University Medical School of Debrecen,HUN,Ouest
2830,University Medical School of Pécs,HUN,Ouest
2831,University of Horticulture and Food Industry,HUN,Ouest
2832,University of Miskolc,HUN,Ouest
2833,University of Pannonia,HUN,Ouest
2834,University of Sopron,HUN,Ouest
2835,University of Veterinary Science,HUN,Ouest
2836,University of West Hungary,HUN,Ouest
2837,Abfi Institute Perbanas Jakarta,IDN,Daerah Khusus Ibukota Jakarta
2838,Binus University,IDN,Jawa Barat
2839,Bogor Agricultural University,IDN,Jawa Barat
2840,Institut Sains dan Teknologi Al Kamal,IDN,Daerah Khusus Ibukota Jakarta
2841,Institut Sains & Teknologi Akprind,IDN,Daerah Khusus Ibukota Jakarta
2842,Institut Teknologi Adhi Tama Surabaya,IDN,Jawa Timur
2843,Institut Teknologi Bandung,IDN,Jawa Barat
2844,Institut Teknologi Sepuluh Nopember,IDN,Jawa Timur
2845,Institut Teknologi Telkom,IDN,Jawa Timur
2846,Politeknik Negeri Bandung,IDN,Jawa Barat
2847,Politeknik Negeri Jakarta,IDN,Jawa Barat
2848,Politeknik Negeri Lhokseumawe,IDN,Aceh
2849,Politeknik Negeri Malang,IDN,Jawa Timur
2850,Politeknik Negeri Padang,IDN,Sumatera Barat
2851,Politeknik Negeri Pontianak,IDN,Kalimantan Barat
2852,Politeknik Negeri Sambas,IDN,Kalimantan Barat
2853,Politeknik Negeri Semarang,IDN,Jawa Tengah
2854,Politeknik Pos Indonesia,IDN,Jawa Barat
2855,Prasetiya Mulya Business School,IDN,Daerah Khusus Ibukota Jakarta
2856,Sekolah Tinggi Akuntansi Negara (STAN),IDN,Banten
2857,Stie Perbanas Surabaya,IDN,Jawa Timur
2858,STMIK AMIKOM Yogyakarta,IDN,Daerah Istimewa Yogyakarta
2859,STMIK Sinar Nusantara,IDN,Jawa Tengah
2860,Swiss German University,IDN,Banten
2861,Trisakti Institute of Tourism,IDN,Daerah Khusus Ibukota Jakarta
2862,Unitomo Surabaya,IDN,Jawa Timur
2863,Universitas 17 Agustus 1945 Banyuwangi,IDN,Jawa Timur
2864,Universitas 17 Agustus 1945 Cirebon,IDN,Jawa Barat
2865,Universitas 17 Agustus 1945 Jakarta,IDN,Daerah Khusus Ibukota Jakarta
2866,Universitas 17 Agustus 1945 Samarinda,IDN,Kalimantan Timur
2867,Universitas 17 Agustus 1945 Semarang,IDN,Jawa Tengah
2868,Universitas 17 Agustus 1945 Surabaya,IDN,Jawa Timur
2869,Universitas Advent Indonesia,IDN,Jawa Barat
2870,Universitas Ahmad Dahlan,IDN,Daerah Istimewa Yogyakarta
2871,Universitas Airlangga,IDN,Jawa Timur
2872,Universitas Amir Hamzah,IDN,Sumatera Utara
2873,Universitas Andalas,IDN,Sumatera Barat
2874,Universitas Atma Jaya Yogyakarta,IDN,Daerah Istimewa Yogyakarta
2875,Universitas Bakrie,IDN,Daerah Khusus Ibukota Jakarta
2876,Universitas Bengkulu,IDN,Bengkulu
2877,Universitas Bhayangkara Jakarta Raya,IDN,Daerah Khusus Ibukota Jakarta
2878,Universitas Bhayangkara Surabaya,IDN,Jawa Timur
2879,Universitas Bojonegoro,IDN,Jawa Timur
2880,Universitas Brawijaya,IDN,Jawa Timur
2881,Universitas Bunda Mulia Jakarta,IDN,Daerah Khusus Ibukota Jakarta
2882,Universitas Bung Hatta,IDN,Sumatera Barat
2883,Universitas Cenderawasih,IDN,Papua
2884,Universitas Darma Agung,IDN,Sumatera Utara
2885,Universitas Darma Persada,IDN,Daerah Khusus Ibukota Jakarta
2886,Universitas Dian Nuswantoro,IDN,Jawa Tengah
2887,Universitas Diponegoro,IDN,Jawa Tengah
2888,Universitas Dr. R. Moestopo,IDN,Daerah Khusus Ibukota Jakarta
2889,Universitas Gadjah Mada,IDN,Daerah Istimewa Yogyakarta
2890,Universitas Gajayana Malang,IDN,Jawa Timur
2891,Universitas Gunadarma,IDN,Jawa Barat
2892,Universitas Haluoleo,IDN,Sulawesi Tenggara
2893,Universitas Hasanuddin,IDN,Sulawesi Selatan
2894,Universitas HKBP Nommensen,IDN,Sumatera Utara
2895,Universitas Ibn Chaldun Jakarta,IDN,Daerah Khusus Ibukota Jakarta
2896,Universitas Ibn Khaldun Bogor,IDN,Jawa Barat
2897,Universitas Indonesia,IDN,Jawa Barat
2898,Universitas Indonusa Esa Unggul,IDN,Daerah Khusus Ibukota Jakarta
2899,Universitas Islam Bandung,IDN,Jawa Barat
2900,Universitas Islam Indonesia,IDN,Daerah Istimewa Yogyakarta
2901,Universitas Islam Jakarta,IDN,Daerah Khusus Ibukota Jakarta
2902,Universitas Islam Malang,IDN,Jawa Timur
2903,Universitas Islam Nusantara,IDN,Jawa Barat
2904,Universitas Islam Riau,IDN,Riau
2905,Universitas Islam Sultan Agung,IDN,Jawa Tengah
2906,Universitas Islam Sumatera Utara,IDN,Sumatera Utara
2907,Universitas Islam Syekh-Yusuf,IDN,Banten
2908,Universitas Jambi,IDN,Jambi
2909,Universitas Janabadra,IDN,Daerah Istimewa Yogyakarta
2910,Universitas Jayabaya,IDN,Daerah Khusus Ibukota Jakarta
2911,Universitas Jember,IDN,Jawa Timur
2912,Universitas Jenderal Achmad Yani,IDN,Jawa Barat
2913,Universitas Jenderal Soedirman,IDN,Jawa Tengah
2914,Universitas Katolik Indonesia Atma Jaya,IDN,Daerah Khusus Ibukota Jakarta
2915,Universitas Katolik Parahyangan,IDN,Jawa Barat
2916,Universitas Katolik Soegijapranoto,IDN,Jawa Tengah
2917,Universitas Katolik Widya Karya,IDN,Jawa Timur
2918,Universitas Katolik Widya Manadala,IDN,Jawa Timur
2919,Universitas Kediri,IDN,East Java
2920,Universitas Khairun,IDN,North Maluku
2921,Universitas Klabat,IDN,Sulawesi Utara
2922,Universitas Komputer Indonesia,IDN,Jawa Barat
2923,Universitas Krisnadwipayana,IDN,Jawa Barat
2924,Universitas Kristen Duta Wacana,IDN,Daerah Istimewa Yogyakarta
2925,Universitas Kristen Indonesia,IDN,Daerah Khusus Ibukota Jakarta
2926,Universitas Kristen Indonesia Tomohon,IDN,Sulawesi Utara
2927,Universitas Kristen Krida Wacana,IDN,Daerah Khusus Ibukota Jakarta
2928,Universitas Kristen Maranatha,IDN,Jawa Barat
2929,Universitas Kristen Petra,IDN,Jawa Timur
2930,Universitas Kristen Satya Wacana,IDN,
2931,Universitas Lambung Mangkurat,IDN,Kalimantan Selatan
2932,Universitas Lampung,IDN,Lampung
2933,Universitas Lancang Kuning,IDN,Riau
2934,Universitas Ma Chung,IDN,Jawa Timur
2935,Universitas Madura,IDN,Jawa Timur
2936,Universitas Mahasaraswati Denpasar,IDN,Bali
2937,Universitas Mahendradatta,IDN,Bali
2938,Universitas Mataram,IDN,Nusa Tenggara Barat
2939,Universitas Mercu Buana,IDN,Daerah Khusus Ibukota Jakarta
2940,Universitas Merdeka Madiun,IDN,Jawa Timur
2941,Universitas Merdeka Malang,IDN,Jawa Timur
2942,Universitas Methodist Indonesia,IDN,Sumatera Utara
2943,Universitas Muhammadiyah Jakarta,IDN,Banten
2944,Universitas Muhammadiyah Jember,IDN,Jawa Timur
2945,Universitas Muhammadiyah Magelang,IDN,Jawa Tengah
2946,Universitas Muhammadiyah Makassar,IDN,Sulawesi Selatan
2947,Universitas Muhammadiyah Malang,IDN,Jawa Timur
2948,Universitas Muhammadiyah Mataram,IDN,Nusa Tenggara Barat
2949,Universitas Muhammadiyah Sumatra Utara,IDN,Sumatera Utara
2950,Universitas Muhammadiyah Surakarta,IDN,Jawa Tengah
2951,Universitas Muhammadiyah Yogyakarta,IDN,Daerah Istimewa Yogyakarta
2952,Universitas Mulawarman,IDN,Kalimantan Timur
2953,Universitas Muria Kudus,IDN,Jawa Tengah
2954,Universitas Muslim Indonesia,IDN,Sulawesi Selatan
2955,Universitas Narotama,IDN,
2956,Universitas Nasional Jakarta,IDN,Daerah Khusus Ibukota Jakarta
2957,Universitas Nasional Pasim,IDN,
2958,Universitas Negeri Gorontalo,IDN,Gorontalo
2959,Universitas Negeri Jakarta,IDN,Daerah Khusus Ibukota Jakarta
2960,Universitas Negeri Makassar,IDN,Sulawesi Selatan
2961,Universitas Negeri Malang,IDN,Jawa Timur
2962,Universitas Negeri Manado,IDN,Sulawesi Utara
2963,Universitas Negeri Medan,IDN,Sumatera Utara
2964,Universitas Negeri Padang,IDN,West Sumatra
2965,Universitas Negeri Semarang,IDN,Jawa Tengah
2966,Universitas Negeri Surabaya,IDN,Jawa Timur
2967,Universitas Negeri Yogyakarta,IDN,Daerah Istimewa Yogyakarta
2968,Universitas Ngurah Rai,IDN,Bali
2969,Universitas Nusa Cendana,IDN,Nusa Tenggara Timur
2970,Universitas Padjadjaran,IDN,Jawa Barat
2971,Universitas Pakuan,IDN,Jawa Barat
2972,Universitas Palangka Raya,IDN,Kalimantan Tengah
2973,Universitas Pancasakti Tegal,IDN,Jawa Tengah
2974,Universitas Pancasila,IDN,Daerah Khusus Ibukota Jakarta
2975,Universitas Paramadina Mulya,IDN,Daerah Khusus Ibukota Jakarta
2976,Universitas Pasundan,IDN,Jawa Barat
2977,Universitas Pattimura,IDN,Maluku
2978,Universitas Pekalongan,IDN,Jawa Tengah
2979,Universitas Pelita Harapan,IDN,Banten
2980,"Universitas Pembangunan Nasional ""Veteran"" East Java",IDN,Jawa Timur
2981,Universitas Pembangunan Panca Budi,IDN,Sumatera Utara
2982,Universitas Pendidikan Indonesia,IDN,Jawa Barat
2983,Universitas Persada Indonesia Y.A.I,IDN,Daerah Khusus Ibukota Jakarta
2984,Universitas Pesantren Darul Ulum Jombang,IDN,Jawa Timur
2985,Universitas Proklamasi 45,IDN,Daerah Istimewa Yogyakarta
2986,Universitas Putera Batam,IDN,Kepulauan Riau
2987,Universitas Riau,IDN,Riau
2988,Universitas Sam Ratulangi,IDN,Sulawesi Utara
2989,Universitas Sanata Dharma,IDN,Daerah Istimewa Yogyakarta
2990,Universitas Sarjanawiyata Tamansiswa,IDN,Daerah Istimewa Yogyakarta
2991,Universitas Sebelas Maret,IDN,
2992,Universitas Semarang,IDN,Jawa Tengah
2993,Universitas Siliwangi,IDN,Jawa Barat
2994,Universitas Simalungun,IDN,Sumatera Utara
2995,Universitas Slamet Riyadi Surakarta,IDN,Jawa Tengah
2996,Universitas Sriwijaya,IDN,Sumatera Selatan
2997,Universitas Sultan Ageng Tirtayasa,IDN,Banten
2998,Universitas Sumatera Utara,IDN,Sumatera Utara
2999,Universitas Surabaya,IDN,Jawa Timur
3000,Universitas Swadaya Gunung Djati,IDN,Jawa Barat
3001,Universitas Syiah Kuala,IDN,Aceh
3002,Universitas Tadulako,IDN,Sulawesi Tengah
3003,Universitas Tanjungpura,IDN,Kalimantan Barat
3004,Universitas Tarumanagara,IDN,Daerah Khusus Ibukota Jakarta
3005,Universitas Terbuka Indonesia,IDN,Banten
3006,Universitas Tidar Magelang,IDN,Jawa Tengah
3007,Universitas Trilogi,IDN,Daerah Khusus Ibukota Jakarta
3008,Universitas Trisakti,IDN,Daerah Khusus Ibukota Jakarta
3009,Universitas Tunas Pembangunan,IDN,Jawa Tengah
3010,Universitas Udayana,IDN,Bali
3011,Universitas Widya Gama Malang,IDN,Jawa Timur
3012,Universitas Widyatama,IDN,Jawa Barat
3013,Universitas Wijaya Kusuma Purwokerto,IDN,Jawa Tengah
3014,Universitas Wijaya Kusuma Surabaya,IDN,Jawa Timur
3015,Universitas Wisnuwardhana,IDN,Jawa Timur
3016,Universitas Yarsi,IDN,Daerah Khusus Ibukota Jakarta
3017,Acdemic Center for Law and Business,ISR,
3018,Afeka Tel Aviv Academic College of Engineering,ISR,Tel Aviv District
3019,Ariel University Center of Samaria,ISR,Jerusalem District
3020,Ashkelon Academic College,ISR,South District
3023,Bezalel Academy of Art and Design,ISR,South District
3024,College of Management,ISR,Center District
3025,Emeq Yizrael College,ISR,North District
3026,Galillee College,ISR,North District
3027,Jerusalem University College,ISR,Jerusalem District
3028,Open University of Israel,ISR,Center District
3029,Russell Berrie Nanotechnology Institute,ISR,
3030,Sami Shamoon College of Engineering,ISR,South District
3031,Shenkar School of Engineering & Design,ISR,Tel Aviv District
3032,Technion - Israel Institute of Technology,ISR,Haifa District
3033,The Interdisciplinary Center Herzliya,ISR,מחוז תל אביב
3035,Western Galilee College,ISR,North District
3036,Acharya Nagarjuna University,IND,Andhra Pradesh
3037,Acharya Ranga Agricultural University,IND,Andhra Pradesh
3038,Ahmedabad University,IND,Gujarat
3039,AISECT University,IND,Madhya Pradesh
3040,Alagappa University,IND,Tamil Nadu
3041,Aligarh Muslim University,IND,Uttar Pradesh
3042,Allahabad Agricultural Institute - Deemed University,IND,Uttar Pradesh
3043,Allahabad University,IND,Uttar Pradesh
3044,All India Institute of Medical Sciences,IND,Chhattisgarh
3045,Amravati University,IND,Maharashtra
3046,Amrita Vishwa Vidyapeetham (Deemed University),IND,Tamil Nadu
3047,Andhra University,IND,Andhra Pradesh
3048,Annamalai University,IND,Tamil Nadu
3049,Anna University,IND,Tamil Nadu
3050,Anna University of Technology - Tirunelveli,IND,Tamil Nadu
3051,ARYA Institute of Engineering & Technology,IND,Rajasthan
3052,Asian Business School,IND,Uttar Pradesh
3053,Assam Agricultural University,IND,Assam
3054,Assam University,IND,Assam
3055,Avinashilingam Institute for Home Science and Higher Education for Women,IND,Tamil Nadu
3056,Awadhesh Pratap Singh University,IND,Madhya Pradesh
3057,Babasaheb Bhimrao Ambedkar University,IND,Uttar Pradesh
3058,Banasthali University,IND,Rajasthan
3059,Bangalore University,IND,Karnataka
3060,Bankura University,IND,West Bengal
3061,Barkatullah University,IND,Madhya Pradesh
3062,Bengal Engineering College,IND,West Bengal
3063,Berhampur University,IND,Odisha
3064,Bhagwant University,IND,Rajasthan
3065,Bharathiar University,IND,Tamil Nadu
3066,Bharathidasan University,IND,Tamil Nadu
3067,Bharath Institue Of Higher Education & Research,IND,Tamil Nadu
3068,Bharati Vidyapeeth University,IND,Maharashtra
3069,Bhavnagar University,IND,Gujarat
3070,Bhupendra Narayan Mandal University,IND,Bihar
3071,Bidhan Chandra Agricultural University,IND,West Bengal
3072,Biju Pattnaik University of Technology,IND,Odisha
3073,Birla Institute of Technology and Science,IND,Rajasthan
3074,"Birla Institute of Technology, Mesra",IND,Jharkhand
3075,Birsa Agricultural University,IND,Jharkhand
3076,B. R. Ambedkar Bihar University,IND,Bihar
3077,B. S. Abdur Rahman University,IND,Tamil Nadu
3078,Bundelkhand University,IND,Uttar Pradesh
3079,Burdwan University,IND,West Bengal
3080,CCS Haryana Agricultural University,IND,Haryana
3081,Center for Entrepreneurship and Small Business Management,IND,
3082,Central Agricultural University,IND,Manipur
3083,Central Institute of English and Foreign Languages,IND,Telangana
3084,Central Institute of Fisheries Education,IND,Maharashtra
3085,Central Institute of Higher Tibetan Studies,IND,Uttar Pradesh
3086,Chandra Shekhar Azad University of Agriculture and Technology,IND,Uttar Pradesh
3087,Chaudhary Charan Singh Haryana Agricultural University,IND,Haryana
3088,Chaudhary Charan Singh University,IND,Uttar Pradesh
3089,Ch. Charan Singh University,IND,Uttar Pradesh
3091,Christ University,IND,Karnataka
3092,CMJ University,IND,Meghalaya
3093,Cochin University of Science and Technology,IND,Kerala
3094,Darul Huda Islamic University,IND,Kerala
3095,Dav University,IND,Punjab
3096,Dayalbagh Educational Institute,IND,Uttar Pradesh
3097,Deccan College Postgraduate and Research Institute,IND,Maharashtra
3098,Deen Dayal Upadhyay Gorakhpur University,IND,Uttar Pradesh
3099,Delhi College of Engineering (DCE),IND,Delhi
3100,Devi Ahilya University of Indore,IND,Madhya Pradesh
3101,Dhirubhai Ambani Institute of Information and Communication Technology,IND,Gujarat
3102,Dibrugarh University,IND,Assam
3103,Dravidian University,IND,Andhra Pradesh
3104,Dr. Babasaheb Ambedkar Marathwada Universtiy,IND,Maharashtra
3105,Dr. Babasaheb Ambedkar Technological University,IND,Maharashtra
3106,Dr. Bhim Rao Abdekar University,IND,Uttar Pradesh
3107,Dr. B.R. Ambedkar Open University,IND,Telangana
3108,Dr. C.V. Raman University,IND,Chhattisgarh
3109,Dr. D.Y. Patil University,IND,Maharashtra
3110,Dr. Hari Singh Gour University formerly University of Sagar,IND,Madhya Pradesh
3111,Dr. Panjabrao Deshmukh Krishi Vidyapeeth,IND,Maharashtra
3112,Dr. Ram Manohar Lohia Avadh University,IND,Uttar Pradesh
3113,Dr. YS Parmar University of Horticulture and Forestry,IND,Himachal Pradesh
3114,Eiilm University,IND,Sikkim
3115,Engineering Colleges in Tamil Nadu,IND,Tamil Nadu
3116,Fakir Mohan University,IND,Odisha
3117,Fatima mata national college kollam kerala,IND,Kerala
3118,First Global University to teaching Jainism,IND,
3119,Forest Research Institute Dehradun,IND,Uttarakhand
3120,Gandhigram Rural Institute,IND,Tamil Nadu
3121,Gandhi Institute of Technology and Managment,IND,Andhra Pradesh
3122,Gauhati University,IND,Assam
3123,Global Open University - Nagaland,IND,Nagaland
3124,Goa University,IND,Goa
3125,Gokhale Institute of Politics and Economics,IND,Maharashtra
3126,Govind Ballabh Pant University of Agriculture and Technology,IND,Uttarakhand
3127,Gujarat Ayurved University,IND,Gujarat
3128,Gujarat Technological University Ahmedabad,IND,Gujarat
3129,Gujarat University Ahmedabad,IND,Gujarat
3130,Gulbarga University,IND,Karnataka
3131,Guru Ghasidas University,IND,Chhattisgarh
3132,Guru Gobind Singh Indraprastha University,IND,Delhi
3133,Guru Jambeshwar University,IND,Haryana
3134,Gurukula Kangri University,IND,Uttarakhand
3135,Gurukul University,IND,Uttarakhand
3136,Guru Nanak Dev University,IND,Punjab
3137,Hemchandracharay North Gujarat University,IND,Gujarat
3138,Hemwati Nandan Bahuguna Garhwal University,IND,Uttarakhand
3139,Hidayatullah National Law University - Raipur,IND,Chhattisgarh
3140,Himachal Pradesh Agricultural University,IND,Himachal Pradesh
3141,Himachal Pradesh University,IND,Himachal Pradesh
3142,IASE (Institute of Advanced Studies) Deemed University,IND,Rajasthan
3143,ICFAI University,IND,Maharashtra
3144,Indian Agricultural Research Institute,IND,Delhi
3145,Indian Board of Alternative Medicine,IND,West Bengal
3146,Indian Institute of Information Technology,IND,Maharashtra
3147,Indian Institute of Information Technology and Management - Kerala,IND,Kerala
3148,Indian Institute of Management - Tiruchirappalli,IND,Tamil Nadu
3158,Indian Law Institue,IND,Delhi
3159,Indian School of Business Management and Administration,IND,Delhi
3160,Indian School of Mines (ISM),IND,Jharkhand
3161,Indian Statistical Institute,IND,West Bengal
3162,Indian University,IND,Karnataka
3163,Indian Veterinary Research Institute,IND,Uttar Pradesh
3164,Indira Gandhi Agricultural University,IND,Chhattisgarh
3165,Indira Gandhi Institute of Development and Research,IND,Maharashtra
3166,Indira Gandhi Institute of Medical Sciences,IND,Bihar
3167,Indira Gandhi National Open University,IND,Delhi
3168,Institute of Management and Technical Studies,IND,Uttar Pradesh
3169,Institute of Technology and Management,IND,Kerala
3170,Integral University,IND,Uttar Pradesh
3171,International Institute for Population Sciences,IND,Maharashtra
3172,Jagran Lakecity University,IND,Madhya Pradesh
3173,Jai Narayan Vyas University,IND,Rajasthan
3174,Jain University Centre for Management Studies,IND,Karnataka
3175,Jain Vishva Bharati Institute,IND,Rajasthan
3176,Jai Prakash University,IND,Bihar
3177,Jaipur National University,IND,Rajasthan
3178,Jamia Hamdard University,IND,Delhi
3179,Jamia Millia Islamia University,IND,Delhi
3180,Jawaharlal Nehru Agricultural University,IND,Madhya Pradesh
3181,Jawaharlal Nehru Centre for Advanced  Scientific Research,IND,Karnataka
3182,Jawaharlal Nehru Technological University,IND,Telangana
3183,Jaypee Institute of Information Technology,IND,Uttar Pradesh
3184,Jiwaji University,IND,Madhya Pradesh
3185,Jodhpur National University,IND,Rajasthan
3186,Kakatiya University,IND,Telangana
3187,Kalinga University,IND,Chhattisgarh
3188,Kameshwar Singh Darbhanga Sanskrit University,IND,Bihar
3189,Kamrah International Institute of Technology (KIIT),IND,Odisha
3190,Kannada University,IND,Karnataka
3191,Kannur University,IND,Kerala
3192,Kanpur University,IND,Uttar Pradesh
3193,Karnataka State Law University,IND,Karnataka
3194,Karnataka State Open University,IND,Karnataka
3195,Karnatak University,IND,Karnataka
3196,Karpagam University,IND,Tamil Nadu
3197,Karunya Institute Of Technology ( Deemed University),IND,Tamil Nadu
3198,Kerala Agricultural University,IND,Kerala
3199,Kerala University of Fisheries and Ocean Sciences,IND,Kerala
3200,Kohinoor School of Hospitality Management,IND,Maharashtra
3201,Konkan Agricultural University,IND,Maharashtra
3202,Krishna University,IND,Andhra Pradesh
3203,Kumaun University,IND,Uttarakhand
3204,Kurukshetra University,IND,Haryana
3205,Kuvempu University,IND,Karnataka
3206,Lakshmibai National Institute of Physical Education,IND,Madhya Pradesh
3207,Lalit Narayan Mithila University,IND,Bihar
3208,L.D.College of Engineering,IND,Gujarat
3209,Madhya Pradesh Bhoj (Open) University,IND,Madhya Pradesh
3210,Madurai Kamaraj University,IND,Tamil Nadu
3211,Magadh University,IND,Bihar
3212,Maharaja Ganga Singh University - Bikaner,IND,Rajasthan
3213,Maharaja Sayajirao University of Baroda,IND,Gujarat
3214,Maharishi Dayanand University - Rohtak (Haryana ),IND,Haryana
3215,Maharshi Dayanand Sarswati University Ajmer,IND,Rajasthan
3216,Mahatma Gandhi Chitrakut Gramoday University,IND,Madhya Pradesh
3217,Mahatma Gandhi Kashi Vidyapith,IND,Uttar Pradesh
3218,Mahatma Gandhi University - Kerala,IND,Kerala
3219,Mahatma Gandhi University Meghalaya,IND,Meghalaya
3220,Mahatma Jyotiba Phule Rohilkhand University Bareilly,IND,Uttar Pradesh
3221,Mahatma Phule Agricultural University,IND,Maharashtra
3223,Makhanlal Chaturvedi National University of Journalism and Communication,IND,Madhya Pradesh
3224,Mangalore University,IND,Karnataka
3225,Manipal University,IND,Karnataka
3226,Manipur University,IND,Manipur
3227,Manonmaniam Sundaranar University,IND,Tamil Nadu
3228,Mar Athanasios College for Advanced Studies,IND,Kerala
3229,Marathwada Agricultural University,IND,Maharashtra
3230,Mohan Lal Sukhadia University,IND,Rajasthan
3231,Mother Teresa Women's University,IND,Tamil Nadu
3232,Motilal Nehru National Institute Of Technology,IND,Uttar Pradesh
3233,Moulana Azad national Urdu University,IND,Telangana
3234,Nagaland University,IND,Nagaland
3235,Nagpur University,IND,Maharashtra
3236,Nalanda Open University,IND,Bihar
3237,Narendra Deva University of Agriculture and Technology,IND,Uttar Pradesh
3238,Narsee Monjee Institute of Management Studies,IND,Maharashtra
3239,National Dairy Research Institute,IND,Haryana
3240,National Institute of Industrial Engineering,IND,Maharashtra
3241,National Institute of Mental Health and Neuro Sciences,IND,Karnataka
3242,National Institute of Technology - Calicut,IND,Kerala
3245,National Institute of Technology Kurukshetra,IND,Haryana
3249,National Law School of India University,IND,Karnataka
3250,"National Museum Institute of History of Art, Conservation and Museology",IND,Delhi
3251,National Sanskrit University,IND,Uttar Pradesh
3252,Netaji Subhas Inst of Technology,IND,Bihar
3253,Nirma University,IND,Gujarat
3254,Nizam's Institute of Medical Sciences,IND,Telangana
3255,North Bengal University,IND,West Bengal
3256,North Eastern Hill University,IND,Meghalaya
3257,North Maharashtra University,IND,Maharashtra
3258,Open International University for Alternative Medicines,IND,Tamil Nadu
3259,Orissa University of Agriculture and Technology,IND,Odisha
3260,Pandit Ravi Shankar Shukla University,IND,Chhattisgarh
3261,Patna University,IND,Bihar
3262,Periyar University,IND,Tamil Nadu
3263,Pes University,IND,Karnataka
3264,Postgraduate lnstitute of Medical Education and Research,IND,Chandigarh
3266,PSG College of Technology,IND,Tamil Nadu
3267,Punjab Agricultural University,IND,Punjab
3268,Punjab Engineering College Deemed University,IND,Chandigarh
3269,Punjabi University Patiala,IND,Punjab
3270,Punjab Technical University,IND,Punjab
3271,Rabindra Bharati University,IND,West Bengal
3272,Rajasthan Agricultural University - Bikaner,IND,Rajasthan
3273,Rajasthan Technical University,IND,Rajasthan
3274,Rajasthan Vidyapeeth University,IND,Rajasthan
3275,Rajendra Agricultural University,IND,Bihar
3276,Rajitlal Institute of Technology & Health Sciences (RITHS),IND,Kerala
3277,Rajiv Gandhi Technical University (University of Technology of Madhya Pradesh),IND,Madhya Pradesh
3278,Rajiv Gandhi University,IND,Karnataka
3280,Rani Durgavati University,IND,Madhya Pradesh
3281,RKDF University,IND,Madhya Pradesh
3282,Sambalpur University,IND,Odisha
3283,Sampurnanand Sanskrit University,IND,Uttar Pradesh
3284,Sanjay Gandhi Postgraduate lnstitute of Medical Sciences,IND,Uttar Pradesh
3285,Sardarkrushinagar Dantiwada Agricultural University,IND,Gujarat
3286,Sardar Patel University,IND,Gujarat
3287,Sardar Vallabhai Patel University of Agriculture Amd Technology,IND,Uttar Pradesh
3288,SASTRA Deemed University,IND,Tamil Nadu
3289,Sathyabama University,IND,Tamil Nadu
3290,Saurashtra University,IND,Gujarat
3291,School of Planning and Architecture,IND,Delhi
3292,Shanmugha Arts Science Technology and Research Academy,IND,Tamil Nadu
3293,Sher-E-Kashmir University of Agricultural Sciences and Technology,IND,Tamil Nadu
3294,Shivaji University,IND,Maharashtra
3295,Shobhit University - Meerut,IND,Uttar Pradesh
3296,Shreemati Nathibai Damodar Thackersey Women's University,IND,Maharashtra
3297,Shridhar University,IND,Rajasthan
3298,Shri Jagannath Sanskrit University,IND,Odisha
3299,Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha,IND,Delhi
3300,Shri Mata Vaishno Devi University,IND,Delhi
3301,Sido Kanhu Murmu University,IND,Jharkhand
3302,Sikha 'O' Anushandhan University,IND,Odisha
3303,"Sikkim Manipal University of Health, Medical and Technological Sciences",IND,Sikkim
3304,Singhania University Rajasthan,IND,Rajasthan
3305,SMK Fomra Institute of Technology,IND,Tamil Nadu
3306,Solapur University,IND,Maharashtra
3307,South Asian University,IND,Delhi
3308,South Gujarat University,IND,Gujarat
3309,Sree Chitra Tirunal Institute for Medical Sciences and Technology,IND,Kerala
3310,Sree Rama Krishna Degree College,IND,Andhra Pradesh
3311,Sree Sankaracharya University of Sanskrit,IND,Kerala
3312,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,IND,Tamil Nadu
3313,Sri Krishnadevaraya University,IND,Andhra Pradesh
3314,Sri Padmavati Women's University,IND,Andhra Pradesh
3315,Sri Ramachardra Medical College and Research Institute,IND,Tamil Nadu
3316,Sri Sant Gajanan Maharaj College of Engineering,IND,Maharashtra
3317,Sri Sathya Sai Institute of Higher Learning,IND,Andhra Pradesh
3318,Sri Venkateswara Institute of Medical Sciences,IND,Andhra Pradesh
3319,Sri Venkateswara University,IND,Andhra Pradesh
3320,SRM Institute Of Science & Technology ( Deemed University),IND,Tamil Nadu
3321,Sunrise University Alwar,IND,Rajasthan
3322,Swami Ramanand Teerth Marathwada University,IND,Maharashtra
3323,Symbiosis International University,IND,Maharashtra
3324,Takhatmal Shrivallabh Homoeopathic Medical College,IND,Maharashtra
3325,Tamil Nadu Agricultural University,IND,Tamil Nadu
3326,Tamil Nadu Dr. Ambedkar Law University,IND,Tamil Nadu
3327,Tamil Nadu Dr. M.G.R. Medical University,IND,Tamil Nadu
3328,Tamil Nadu Veterinary and Animal Sciences University,IND,Tamil Nadu
3329,Tamil University,IND,Tamil Nadu
3330,Tata Institute of Social Sciences,IND,Maharashtra
3331,Telugu University,IND,Telangana
3332,Tezpur University,IND,Assam
3333,Thapar Institute of Engineering and Technology,IND,Punjab
3334,The New College,IND,Tamil Nadu
3335,Thiagarajar College of Engineering,IND,Tamil Nadu
3336,Thiruvalluvar University,IND,Tamil Nadu
3337,Tilak Maharashtra Vidyapeeth,IND,Maharashtra
