id,university names,country code,location
3338,Tilka Manjhi Bhagalpur University,IND,Bihar
3339,Tripura University,IND,Tripura
3340,Tumkur University,IND,Karnataka
3341,University of Agricultural Sciences - Bangalore,IND,Karnataka
3343,University of Burdwan,IND,West Bengal
3344,University of Calicut,IND,Kerala
3345,University of Health Sciences Andhra Pradesh,IND,Andhra Pradesh
3346,University of Hyderabad,IND,Telangana
3347,University of Jammu,IND,Telangana
3348,University of Kalyani,IND,West Bengal
3349,University of Kashmir,IND,West Bengal
3350,University of Kerala,IND,Kerala
3351,University of Kota,IND,Rajasthan
3352,University of Lucknow,IND,Uttar Pradesh
3353,University of Madras,IND,Tamil Nadu
3354,University of Media Arts,IND,Maharashtra
3355,University of Mumbai,IND,Maharashtra
3356,University of Music and Fine Arts,IND,Tamil Nadu
3357,University of Mysore,IND,Karnataka
3359,University of Pune,IND,Maharashtra
3360,University of Rajasthan,IND,Rajasthan
3361,University of Roorkee,IND,Uttarakhand
3362,Utkal University,IND,Odisha
3363,Uttarakhand Open University,IND,Uttarakhand
3364,Uttarakhand Technical University,IND,Uttarakhand
3365,Uttar Pradesh Technical University,IND,Uttar Pradesh
3366,Vardhaman Mahaveer Open University,IND,Rajasthan
3367,VBS Purvanchal University,IND,Uttar Pradesh
3368,Veer Kunwar Singh University,IND,Bihar
3369,Veer Surendra Sai University of Technology,IND,Odisha
3370,Vidyasagar University,IND,West Bengal
3371,Vignan University,IND,Andhra Pradesh
3372,Vikrama Simhapuri University,IND,Andhra Pradesh
3373,Vikram University,IND,Madhya Pradesh
3374,Vinayaka Mission's Research Foundation-Deemed University,IND,Tamil Nadu
3375,Vinoba Bhave University,IND,Jharkhand
3376,Visva-Bharati University,IND,West Bengal
3377,Visvesvaraya National Institute of Technology,IND,Maharashtra
3378,Visvesvaraya Technological University,IND,Karnataka
3379,West Bengal University of Animal and Fishery Sciences,IND,West Bengal
3380,West Bengal University of Technology,IND,West Bengal
3381,Yashawantrao Chavan Maharashtra Open University,IND,Maharashtra
3382,Adiban Higher Education Institue,IRN,Semnan Province
3383,Ahvaz University of Medical Sciences,IRN,Khuzestan Province
3384,Ahwaz Jondishapour University of Medical Sciences,IRN,Khuzestan Province
3385,Allameh Tabatabaie University,IRN,Tehran Province
3386,Almustafa Open University,IRN,Qom Province
3387,Amirkabir College of Managmant & Technology,IRN,Qom Province
3388,Arak University,IRN,Markazi Province
3389,Arak University of Medical Sciences,IRN,Markazi Province
3390,Arak University of Technology,IRN,Markazi Province
3391,Ardabil University of Medical Sciences,IRN,Ardabil Province
3392,Art University,IRN,Tehran Province
3393,Azzahra University,IRN,Tehran Province
3394,Babol Noshirvani University of Technology,IRN,Mazandaran Province
3395,Babol University of Medical Sciences,IRN,Mazandaran Province
3396,Baghyatoolah Medical Sciences University,IRN,Mazandaran Province
3398,Birjand University,IRN,South Khorasan Province
3399,Birjand University of Medical Sciences,IRN,South Khorasan Province
3400,Bu Ali Sina University,IRN,South Khorasan Province
3401,Bushehr University of Medical Sciences,IRN,Bushehr Province
3402,Damghan University of Basic Sciences,IRN,Semnan Province
3403,Daneshestan Institute of Higher Education,IRN,
3404,Delijan Payame Noor University,IRN,
3405,Deylaman Institute of Higher Education,IRN,Semnan Province
3406,Fasa Faculty of Medical Sciences,IRN,Fars Province
3407,Golestan University of Medical Sciences,IRN,Golestan Province
3408,Gonabad University of Medical Sciences,IRN,Razavi Khorasan Province
3409,Gorgan University of Agricultural Sciences and Natural Resources,IRN,Golestan Province
3410,Guilan University,IRN,Gilan Province
3411,Guilan University of Medical Sciences,IRN,Gilan Province
3412,Hamadan University of Medical Sciences,IRN,Hamadan Province
3413,Hormozgan University of Medical Sciences,IRN,Hamadan Province
3414,Hyrcania Institute of Higher Education,IRN,
3415,Ilam University,IRN,Ilam Province
3416,Ilam University of Medical Sciences,IRN,Ilam Province
3417,Imam Khomeini International University,IRN,Qazvin Province
3418,Imam Reza University,IRN,Razavi Khorasan Province
3419,Imam Sadiq University,IRN,Tehran Province
3420,Iranian Academy of Persian Language and Literature,IRN,
3421,Iran University of Medical Sciences,IRN,Tehran Province
3422,Iran University of Science and Technology Tehran,IRN,Tehran Province
3423,Isfahan University,IRN,Isfahan Province
3424,Isfahan University of Medical Sciences,IRN,Isfahan Province
3425,Islamic Azad University - Ahar,IRN,East Azerbaijan Province
3477,Jahrom University of Medical Sciences,IRN,Fars Province
3478,Jami Institute of Technology,IRN,
3479,Kamalolmolk Art & Architecture Higher Education Institute of Noshahr,IRN,Tehran Province
3480,Kar University,IRN,
3481,Kashan University,IRN,Isfahan Province
3482,Kashan University of Medical Sciences,IRN,Isfahan Province
3483,Kerman Graduate University of Technology,IRN,Kerman Province
3484,Kermanshah University of Medical Sciences,IRN,Kermanshah Province
3485,Kermanshah University of Technology,IRN,Kermanshah Province
3486,Kerman University of Medical Sciences,IRN,Kerman Province
3487,Khomeinishahr Payame Noor University,IRN,
3488,K.N.Toosi University of Technology,IRN,Tehran Province
3489,Kurdistan University of Medical Sciences,IRN,Kurdistan Province
3490,Lorestan University,IRN,Lorestan Province
3491,Lorestan University of Medical Sciences,IRN,Lorestan Province
3492,Malayer University,IRN,Hamadan Province
3493,Malekan Payame Nour University,IRN,East Azerbaijan Province
3494,Mamasani University of Technology,IRN,Isfahan Province
3495,Mashhad University of Medical Sciences,IRN,Razavi Khorasan Province
3496,Mazandaran University of Iran,IRN,Mazandaran Province
3497,Mazandaran University of Medical Science,IRN,Mazandaran Province
3498,Mazandaran University of Science & Technology,IRN,Mazandaran Province
3499,Mofid University,IRN,Mazandaran Province
3500,Mustafa International University,IRN,Qom Province
3501,Najaf Abad University of Applied Science and Technology,IRN,
3502,Payame Noor University,IRN,Tehran Province
3503,Payame Noor University - Tafresh,IRN,
3504,Persian Gulf University,IRN,Tehran Province
3505,Petroleum University of Technology,IRN,Khuzestan Province
3506,Power and Water Institute of Technology,IRN,Khuzestan Province
3507,Qazvin University of Medical Sciences,IRN,Qazvin Province
3508,Qom University,IRN,Qom Province
3509,Qom University of Medical Sciences,IRN,Tehran Province
3510,Qom University of Technology,IRN,Tehran Province
3511,Rafsanjan University of Medical Sciences,IRN,Kerman Province
3512,Raghebe Esfahani University,IRN,
3513,Razi University,IRN,Kermanshah Province
3514,Sabzevar School of Medical Sciences,IRN,Razavi Khorasan Province
3515,Sabzevar Teacher Training University,IRN,استان خراسان رضوی
3516,Sadjad Institute of Technology,IRN,Razavi Khorasan Province
3517,Sadra University,IRN,
3518,Sahand University of Technology,IRN,East Azerbaijan Province
3519,School of Economic Sciences,IRN,East Azerbaijan Province
3520,Semnan University,IRN,Semnan Province
3521,Semnan University of Medical Sciences,IRN,Semnan Province
3522,Shahed University,IRN,Semnan Province
3523,Shaheed Beheshti University,IRN,Tehran Province
3524,Shaheed Beheshti University of Medical Sciences,IRN,Tehran Province
3525,Shaheed Chamran University,IRN,Khuzestan Province
3526,Shaheed Rajaei Teacher Training University,IRN,Tehran Province
3527,Shahid Bahonar University of Kerman,IRN,Tehran Province
3528,Shahrekord University,IRN,Chaharmahal and Bakhtiari Province
3529,Shahrekord University of Medical Sciences,IRN,Chaharmahal and Bakhtiari Province
3530,Shahrood University of Medical Sciences,IRN,Semnan Province
3531,Shahrood University of Technology,IRN,استان سمنان
3532,Sharif University of Technology- Kish Campus,IRN,Hormozgan Province
3533,Sheikhbahaee University,IRN,Isfahan Province
3534,Shiraz Payamnoor University,IRN,
3535,Shiraz University of Medical Sciences,IRN,Fars Province
3536,Shiraz University of Technology,IRN,Fars Province
3537,Shomal University,IRN,Mazandaran Province
3538,Sistan & Balouchestan University,IRN,Sistan and Baluchestan Province
3539,Tabari Institute of Higher Education,IRN,Mazandaran Province
3540,Tabriz College of Technology,IRN,East Azerbaijan Province
3541,Tabriz Islamic Art University,IRN,East Azerbaijan Province
3542,Tabriz University,IRN,East Azerbaijan Province
3543,Tabriz University of Medical Sciences,IRN,East Azerbaijan Province
3544,Takestan Islamic Azad University,IRN,Qazvin Province
3546,Tehran University of Teacher Training,IRN,Tehran Province
3547,The Bahá'í Institute For Higher Education (BIHE),IRN,
3548,Torbat Heydarieh University of Medical Sciences,IRN,Razavi Khorasan Province
3549,University College of Nabi Akram,IRN,
3550,University of Applied Science and Technology,IRN,Tehran Province
3551,University of Hormozgan,IRN,Hormozgan Province
3552,University of Kurdistan,IRN,Kurdistan Province
3553,University of Lavasanat Pnu,IRN,
3554,University of Mashhad Pnu,IRN,
3555,University of Mohaghegh,IRN,Ardabil Province
3556,University of Science and Culture,IRN,Tehran Province
3557,University of Social Welfare and Rehabilitation Scinences,IRN,Tehran Province
3558,Urmia University,IRN,West Azerbaijan Province
3559,Urmia University of Medical Sciences,IRN,Azarbayjan E Gharbi
3560,Urmia University of Technology,IRN,West Azerbaijan Province
3561,Vali-e-Asr University,IRN,Ilam Province
3562,Yasuj University,IRN,Kohgiluyeh and Boyer-Ahmad Province
3563,Yasuj University of Medical Sciences,IRN,Kohgiluyeh and Boyer-Ahmad Province
3564,Yazd Medical University,IRN,Yazd Province
3565,Yazd University,IRN,Yazd Province
3566,Zabol University,IRN,Sistan and Baluchestan Province
3567,Zahedan University of Medical Sciences,IRN,Sistan and Baluchestan Province
3568,Zanjan Institute for Advanced Studies in Basic Sciences,IRN,Sistan and Baluchestan Province
3569,Zanjan University,IRN,Zanjan Province
3570,Zanjan University of Medical Sciences,IRN,Zanjan Province
3571,Abdus Salam international centre for theoretical physics,ITA,Friuli-Venezia Giulia
3572,Basilicata University Potenza,ITA,Basilicata
3573,Campus Bio-Medico University of Rome,ITA,Lazio
3574,Dutch University Institute for Art History (DUIA),ITA,Toscana
3575,European School of Economics,ITA,Toscana
3576,European University Institute,ITA,Toscana
3577,Fondazione Sacro Cuore,ITA,Lombardia
3578,Free International University of Social Studies,ITA,Trentino-Alto Adige
3579,"Free University Institute ""Carlo Cattaneo""",ITA,Lombardia
3580,"Free University ""Maria Santissima Assunta""",ITA,Lazio
3581,Free University of Bozen,ITA,Trentino-Alto Adige
3582,Higher School of University and Advanced Studies Pisa,ITA,Toscana
3583,Institute for Advanced Studies Lucca,ITA,Toscana
3584,International Higher School for Advanced Studies Trieste,ITA,Friuli-Venezia Giulia
3585,Istituto Universitario di Studi Superiori,ITA,Lombardia
3586,John Cabot University,ITA,Lazio
3587,Johns Hopkins University - SAIS Bologna Center,ITA,Emilia-Romagna
3588,Link Campus University of Malta,ITA,Lazio
3589,NABA - Nuova Accademia di Belle Arti - Milan,ITA,Lombardia
3590,Polytechnic Institute of Bari,ITA,Puglia
3591,Polytechnic Institute of Milan,ITA,Lombardia
3592,Polytechnic Institute of Turin,ITA,Piemonte
3593,Pontifica Università Gregoriana,ITA,Lazio
3594,Pontificia Università della Santa Croce,ITA,Lazio
3595,Pontifcia Universitas Lateranensis,ITA,Lazio
3596,Pontificia Università S. Tommaso,ITA,Lazio
3597,Pontificio Ateneo Antonianum,ITA,Lazio
3598,Pontificio Istituto Orientale,ITA,Lazio
3599,School of Education Pisa,ITA,Toscana
3600,Second University of Naples,ITA,Campania
3601,Third University of Rome,ITA,Lazio
3603,Università Pontificia Salesiana,ITA,Lazio
3604,University Institute of Architecture Venice,ITA,Veneto
3605,University Institute of Modern Languages,ITA,
3606,University Institute of Naval Studies,ITA,
3607,University Institute of Oriental Studies,ITA,Lazio
3608,"University Institute of Teacher Training ""Suor Orsola Benincasa""",ITA,
3609,University of Ancona,ITA,Marche
3610,University of Aquila,ITA,Abruzzo
3611,University of Bergamo,ITA,Lombardia
3613,University of Camerino,ITA,Marche
3614,University of Cassino,ITA,Lazio
3616,University of Chieti,ITA,Abruzzo
3617,University of Commerce Luigi Bocconi,ITA,Lombardia
3618,University of Foggia,ITA,Puglia
3619,University of Gastronomic Sciences,ITA,Piemonte
3620,University of Italian Studies for Foreigners of Perugia,ITA,Umbria
3621,University of Italian Studies for Foreigners of Siena,ITA,Toscana
3622,University of Lecce,ITA,Puglia
3623,University of Macerata,ITA,Marche
3625,University of Milan - Bicocca,ITA,Lombardia
3626,University of Modena,ITA,Emilia-Romagna
3627,University of Molise,ITA,Molise
3629,University of Reggio Calabria,ITA,Calabria
3630,"University of Roma ""La Sapienza""",ITA,Lazio
3631,"University of Roma ""Tor Vergata""",ITA,Lazio
3632,University of Teramo,ITA,Abruzzo
3634,University of Urbino,ITA,Marche
3635,University of Venice,ITA,Veneto
3636,Viterbo State University,ITA,Lazio
3638,Al-Ahliyya Amman University,JOR,Balqa Governorate
3639,Al al-Bayt University,JOR,Mafraq Governorate
3640,Al-Balqa Applied University,JOR,Balqa Governorate
3641,Al Hussein Bin Talal University,JOR,Ma'an Governorate
3642,Al-Isra University,JOR,Amman Governorate
3643,Al-Zaytoonah University,JOR,Amman Governorate
3644,Amman Arab University for Higher Studies,JOR,Balqa Governorate
3645,Amman University,JOR,Amman Governorate
3647,Arab Academy for Banking and Financial Sciences,JOR,Amman Governorate
3650,German Jordanian University,JOR,Amman Governorate
3651,Irbid National University,JOR,Irbid Governorate
3652,Jadara University,JOR,Irbid Governorate
3653,Jerash Private University,JOR,Jerash Governorate
3654,Jordan Academy of Music / Higher Institute of Music,JOR,Amman Governorate
3655,Middle East University,JOR,محافظة العاصمة
3656,Mu' tah University,JOR,Karak Governorate
3657,New York Institute of Technology,JOR,محافظة العاصمة
3658,Philadelphia University,JOR,محافظة البلقاء
3659,Princess Sumaya University for Technology,JOR,Amman Governorate
3660,Tafila Technical University,JOR,محافظة الطفيلة
3661,The World Islamic Sciences & Education University,JOR,Amman Governorate
3662,University of Petra,JOR,Amman Governorate
3663,Al Yarmouk University College,JOR,Irbid Governorate
3664,Zarka Private University,JOR,Zarqa Governorate
3665,Adventist University of Africa,KEN,Kajiado County
3666,Africa International University,KEN,Nairobi County
3667,Africa Nazarene University,KEN,Kajiado County
3668,Catholic University of Eastern Africa,KEN,Nairobi County
3669,Chuka University,KEN,Tharaka-Nithi County
3670,Daystar University,KEN,
3671,Dedan Kimathi University of Technology,KEN,Nyeri County
3672,Egerton University,KEN,Nakuru County
3673,Great Lakes University of Kisumu,KEN,Nairobi County
3674,Gretsa Universtiy,KEN,Kiambu County
3675,Inoorero University,KEN,Nairobi County
3676,Jaramogi Oginga Odinga University of Science and Technology,KEN,Siaya
3677,Jomo Kenyatta University of Agriculture and Technology,KEN,Kiambu County
3678,Kabarak University,KEN,Nakuru County
3679,Karatina University,KEN,Nyeri County
3680,Kenya College of Accountancy,KEN,Nairobi County
3681,Kenya Medical Training College,KEN,Nairobi County
3682,Kenya Methodist University,KEN,Nairobi County
3683,Kenyatta University,KEN,Nairobi County
3684,Kiriri Womens University of Science and Technology,KEN,Kiambu County
3685,Kisii University,KEN,Homa Bay County
3686,Laikipia University,KEN,Uasin Gishu County
3687,Maasai Mara University,KEN,Wilaya ya Narok
3688,Maseno University,KEN,Kisumu County
3689,Masinde Muliro University of Science and Technology,KEN,Kakamega County
3690,Meru University of Science and Technology,KEN,Meru County
3691,Moi University,KEN,Wilaya ya Uasin Gishu
3692,Mount Kenya University,KEN,Kiambu County
3693,Multimedia University of Kenya,KEN,Rift Valley
3694,Nairobi Institute of Business Studies,KEN,Nairobi County
3695,Nairobi Technical Training Institute,KEN,Nairobi County
3696,Pan Africa Christian University,KEN,Nairobi County
3697,Pioneer International University,KEN,Nairobi County
3698,Presbyterian University of East Africa,KEN,Kiambu County
3699,Pwani University,KEN,Wilaya ya Kilifi
3700,Riara University School of Business and Law,KEN,Nairobi County
3701,Scott Christian University,KEN,Machakos County
3702,South Eastern Kenya University,KEN,Wilaya ya Kitui
3703,St. Pauls University,KEN,Nairobi County
3704,Strathmore University,KEN,Nairobi County
3705,Technical University of Kenya,KEN,Nairobi County
3706,Technical University of Mombasa,KEN,Wilaya ya Mombasa
3707,United States International University,KEN,Nairobi County
3708,University of Eastern Africa - Baraton,KEN,Nandi County
3709,University of Eldoret,KEN,Uasin Gishu County
3710,University of Kabianga,KEN,Kericho County
3711,University of Nairobi,KEN,Nairobi County
3712,Uzima University College,KEN,Kisumu County
3713,Zetech College,KEN,Kiambu County
3714,American University of Central Asia,KGZ,Chuy Province
3715,Asian Medical Institute,KGZ,Chuy Province
3716,Bishkek Humanities University,KGZ,Chuy Province
3717,International Ataturk Alatoo University,KGZ,Chuy Province
3718,International University of Kyrgyzstan,KGZ,Chuy Province
3719,Jalalabad State University Kyrgyzstan,KGZ,Jalal-Abad Region
3720,Kyrgyz National Agrarian University,KGZ,Chuy Province
3721,Kyrgyz National University,KGZ,Chuy Province
3722,Kyrgyz Russian Slavic University,KGZ,Chuskaya Oblast
3723,Kyrgyz State Technical University,KGZ,Chuy Province
3724,"Kyrgyz State University of Construction, Transportation and Architecture",KGZ,Chuy Province
3725,Kyrgyz Turkish  Manas University,KGZ,Chuy Province
3726,Medical Faculty - Osh State University,KGZ,Osh Region
3727,Angkor University,KHM,Siem Reap Province
3728,Asia Europe University,KHM,ភ្នំពេញ
3729,Build Bright University,KHM,Phnom Penh
3730,Cambodian Mekong University,KHM,Phnom Penh
3731,Cambodia University of Specialties,KHM,Phnom Penh
3732,Chamreun University of Poly Technology,KHM,Phnom Penh
3733,International University,KHM,Phnom Penh
3734,National Institute of Education,KHM,Phnom Penh
3735,National University of Management,KHM,Phnom Penh
3736,Norton University,KHM,Phnom Penh
3737,Pannnasatra University of Cambodia,KHM,Phnom Penh
3738,Royal University of Agriculture,KHM,Phnom Penh
3739,Royal University of Fine Arts,KHM,Phnom Penh
3740,Royal University of Law and Economics,KHM,Phnom Penh
3741,Royal University of Phnom Penh,KHM,Phnom Penh
3742,Svey Reong University,KHM,
3743,University of Cambodia,KHM,Phnom Penh
